Text,Label,Tagger,Case
"הנאשם ניגש לסוכן, הניח את הארגז על רצפת הרכב בו ישב הסוכן, בצמוד לרגליו של הסוכן אשר בדק את תכולתו;",reject,Michael,train
הסוכן בדק את תקינות הנשק;,reject,Michael,train
הסוכן ביקש לעדכן אותו מתי להגיע ואמר כי הוא יהיה בקרבת מקום;,reject,Michael,train
העונש בתוך המתחם,reject,Michael,train
זכות ערעור לבית המשפט העליון בתוך 45 יום מהיום;,reject,Michael,train
"חוק העונשין, תשל""ז-1977: סע'  25, 40ב, 40ג, 144(ב2)",reject,Michael,train
"חלקו של הנאשם בעבירה מרכזי – הוא העבריין המרכזי, הוא יזם את העסקאות עם הסוכן, הוא הציע לסוכן כלי נשק נוספים, והוא זה שהעביר את הנשק וקיבל תמורה כספית עבורו;",reject,Michael,train
חקיקה שאוזכרה:,reject,Michael,train
טיעוני הצדדים לעונש,reject,Michael,train
"כן ציין לגבי מעשיו של הנאשם, כי מדובר במעשים שנעשו על פני תקופה של חודש ימים, מול אותו סוכן, וכי הייתה המשכיות בביצוע המעשים, אותם ניתן לראות כאירוע אחד גדול שנחלק לשניים;",reject,Michael,train
כתב האישום,reject,Michael,train
לגבי הערכים המוגנים טענה כי מדובר בהגנה על בטחון הציבור ושמירה על שלמות הגוף;,reject,Michael,train
"לגבי הערכים המוגנים, טען כי הללו ידועים, וכפי שטענה המאשימה, ישנה מגמה של החמרה בענישה בעבירות הקשורות בנשק;",reject,Michael,train
"לדבריה, מעובדות כתב האישום ניתן ללמוד שלנאשם הייתה גישה לכלי נשק נוספים ומסוגים שונים, כמו גם תחמושת, אותם הציע לסוכן, ומכאן שלא מדובר במעשה חד פעמי;",reject,Michael,train
"לדבריו, בסופו של דבר לא נגרם נזק כתוצאה ממעשיו של הנאשם;",reject,Michael,train
"לטענת ב""כ הנאשם, נסיבות ביצוע העבירה פועלות לטובתו של הנאשם;",reject,Michael,train
"לכל אחד ב""שרשרת"" תרומה משלו;",reject,Michael,train
"לסחר בנשק נוספה העבירה של ניסיון לסחר בנשק, ניסיון שהגיע כמעט לכדי מימוש;",reject,Michael,train
לעבירה של סחר בנשק נקבע עונש של 15 שנות מאסר;,reject,Michael,train
לעניין הערך החברתי שנפגע מהעבירה – מדובר בהגנה על בטחון הציבור ועל שלמות גופו;,reject,Michael,train
לפני כב' השופטת רבקה פרידמן-פלדמן,reject,Michael,train
לצד הענישה שקבע המחוקק יש להתחשב כאמור במדיניות הענישה הנהוגה;,reject,Michael,train
מדינת ישראל,reject,Michael,train
מתחם העונש ההולם,reject,Michael,train
נ ג ד,reject,Michael,train
"נוכח האמור לעיל, אני דנה את הנאשם כמפורט להלן:",reject,Michael,train
נוסח מסמך זה כפוף לשינויי ניסוח ועריכה,reject,Michael,train
עמרו כבאגה,reject,Michael,train
"עקרון ההלימה משמעו מתן דגש לעקרון הגמול על מעשה העבירה, כאשר הנסיבות האישיות מהוות שיקול רק לאחר מכן, בקביעת העונש בתוך מתחם הענישה;",reject,Michael,train
"קביעת מתחם הענישה נעשית בהתחשב בערך החברתי שנפגע מביצוע העבירה, במידת הפגיעה בו, במדיניות הענישה הנהוגה ובנסיבות הקשורות בביצוע העבירה (סעיף 40ג);",reject,Michael,train
רבקה פרידמן פלדמן 54678313,reject,Michael,train
"רבקה פרידמן-פלדמן, שופטת",reject,Michael,train
תסקיר שירות המבחן,reject,Michael,train
מדינת ישראל נ' עמרו כבאגה,reject,Michael,train
"אף כי בסעיף זה ניתן להרשיע גם בגין ירי במקום מגורים במסגרת חתונות או שמחות, כפי שמקובל במגזרים אחדים בחברה הישראלית, לא בכך עסקינן, אלא בירי שנועד לשמש כלי נוסף להפחדה ואיומים, ירי שמייצר סיכון ממשי לשלום הציבור ובטחונו;	reject
הודה הנאשם בעובדות כתב האישום, בין לאחר שמיעת הראיות ובין לפני כן, יכלול כתב האישום שבו הודה את כל העובדות והנסיבות הקשורות בביצוע העבירה"";",reject,Michael,train
";;"";",reject,Michael,train
אברהם אליקים 54678313,reject,Michael,train
"אזכיר כי העונש המרבי הקבוע בחוק לעבירה לפי סעיף 144(ב) רישה עומד על 10 שנות מאסר, וכי על עבירה של ירי באזור מגורים לפי סעיף 340א(ב)1 לחוק העונש המרבי עומד על 5 שנות מאסר (עבירה שהתווספה לחוק העונשין במסגרת תיקון 134 מיום 27;6;2018);",reject,Michael,train
אין לדעת מה יעלה בגורלם של כלי נשק אלה ולאילו תוצאות הרסניות יובילו;,reject,Michael,train
"אין מחלוקת בין הצדדים כי מדובר באירוע אחד, המורכב משתי עבירות;",reject,Michael,train
"אכן, ""התגלגלותם"" של כלי נשק מיד ליד ללא פיקוח עלול להוביל להגעתם בדרך לא דרך לגורמים פליליים ועוינים;",reject,Michael,train
"אף שגזר-הדין מנומק, יסודי ורהוט, מדובר במתחם מקל ביותר – מקל מדי בענייננו;",reject,Michael,train
אקדמת מילין,reject,Michael,train
"אשר למדיניות הענישה הנהוגה, מנעד הענישה בעבירות בנשק רחב, בין השאר בהתחשב בסוג העבירה (החזקה, נשיאה, סחר), סוג הנשק וכמותו, במקרה זה מתווספת לעבירת נשיאת נשק ותחמושת עבירה של יריות מהנשק באזור מגורים;",reject,Michael,train
"ב""כ המאשימה לא הגישה ראיות לעונש;",reject,Michael,train
"ב""כ הנאשם ביקש שלא למצות את הדין עם הנאשם, להסתפק בעניינו בעונש צופה פני עתיד ולהסתפק בתקופת מעצרו, עוד טען כי במידה ויוטל על הנאשם עונש מאסר, אזי שיהיה במתחם של עד 9 חודשי מאסר שירוצו בעבודות שירות וזאת לפי פסיקה אותה צירף;",reject,Michael,train
"באשר למדיניות הענישה בעבירות מסוג זה, הפנתה למספר פסקי דין אשר לטענתה מתאימים למקרה זה ויכולים לשמש פרמטר לקביעת מתחם העונש ההולם והדגישה כי בפסקי דין נקבע לא אחת כי יש להחמיר בעונשם של עברייני נשק, וזאת בשים לב לסיכון הגלום בעצם החזקת הנשק וקל וחומר בשימוש בו;",reject,Michael,train
בית המשפט המחוזי בחיפה,reject,Michael,train
"בכל עבירה בנשק יש פוטנציאל פגיעה משמעותי בערך החברתי של שלום הציבור וביטחונו וסיכון ממשי לחיי אדם, על אחת כמה וכמה כאשר מדובר גם בעבירה של יריות באזור מגורים מאוכלס;",reject,Michael,train
"במקרה זה חל תיקון 113 לחוק שקובע כי ""העיקרון המנחה בענישה הוא קיומו של יחס הולם בין חומרת מעשה העבירה בנסיבותיו ומידת אשמו של הנאשם ובין סוג ומידת העונש המוטל עליו"" (סעיף 40ב' לחוק);",reject,Michael,train
בנוסף אני סבור כי יש צורך במקרה זה בהרתעת הרבים מפני ביצוע עבירה מסוג העבירה שביצע הנאשם (לפי סעיף 40ז לחוק)  וכי יש סיכוי של ממש שהחמרה בעונשו של הנאשם תביא להרתעת הרבים ותגרום לכך שעבריינים פוטנציאלים ישקלו פעמיים לפני שייבחרו לבצע עבירה של נשיאת נשק ותחמושת וירי באזור מגורים;,reject,Michael,train
"בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן",reject,Michael,train
גזר דין,reject,Michael,train
"גם אם אינו מכוון לפגיעה, אין אנו יודעים מה יכול להיות סופו של ירי זה"";",reject,Michael,train
דיון,reject,Michael,train
החשש הוא כי נשק המוחזק שלא כדין ישמש לפעילות עבריינית העלולה להביא לפגיעה ואף לקיפוח חייהם של אזרחים תמימים;,reject,Michael,train
המאשימה,reject,Michael,train
המזכירות תשלח גזר הדין לשירות המבחן;,reject,Michael,train
הנאשם,reject,Michael,train
העונש המתאים,reject,Michael,train
ודוק: הסיכון שנשקף לשלום הציבור צריך להילקח בחשבון על-ידי כל מי שמחזיק בידו נשק שלא כדין – גם אם אינו מחזיק בו למטרת ביצוען של עבירות אחרות;,reject,Michael,train
זידאן זידאן (עציר) ת;ז; xxxxxxxxxxxxx,reject,Michael,train
"חוק העונשין, תשל""ז-1977: סע'  40ב', 40ו, 40ז, 40י (ד), 144(ב), 340א, 340א(ב)(1), 40יא'",reject,Michael,train
חקיקה שאוזכרה:,reject,Michael,train
"כפי שבית המשפט עצמו ציין, עבירות המבוצעות בנשק – לרבות רכישה, החזקה ונשיאת נשק – טומנות בחובן פוטנציאל סיכון הרסני לפגיעה בשלום הציבור וביטחונו;",reject,Michael,train
