Text,Label,Case
"לסחר בנשק נוספה העבירה של ניסיון לסחר בנשק, ניסיון שהגיע כמעט לכדי מימוש;",reject,train
לעבירה של סחר בנשק נקבע עונש של 15 שנות מאסר;,reject,train
לעניין הערך החברתי שנפגע מהעבירה – מדובר בהגנה על בטחון הציבור ועל שלמות גופו;,reject,train
לפני כב' השופטת רבקה פרידמן-פלדמן,reject,train
לצד הענישה שקבע המחוקק יש להתחשב כאמור במדיניות הענישה הנהוגה;,reject,train
מדינת ישראל,reject,train
מתחם העונש ההולם,reject,train
נ ג ד,reject,train
"נוכח האמור לעיל, אני דנה את הנאשם כמפורט להלן:",reject,train
נוסח מסמך זה כפוף לשינויי ניסוח ועריכה,reject,train
עמרו כבאגה,reject,train
"עקרון ההלימה משמעו מתן דגש לעקרון הגמול על מעשה העבירה, כאשר הנסיבות האישיות מהוות שיקול רק לאחר מכן, בקביעת העונש בתוך מתחם הענישה;",reject,train
"קביעת מתחם הענישה נעשית בהתחשב בערך החברתי שנפגע מביצוע העבירה, במידת הפגיעה בו, במדיניות הענישה הנהוגה ובנסיבות הקשורות בביצוע העבירה (סעיף 40ג);",reject,train
רבקה פרידמן פלדמן 54678313,reject,train
"רבקה פרידמן-פלדמן, שופטת",reject,train
תסקיר שירות המבחן,reject,train
מדינת ישראל נ' עמרו כבאגה,reject,train
"אף כי בסעיף זה ניתן להרשיע גם בגין ירי במקום מגורים במסגרת חתונות או שמחות, כפי שמקובל במגזרים אחדים בחברה הישראלית, לא בכך עסקינן, אלא בירי שנועד לשמש כלי נוסף להפחדה ואיומים, ירי שמייצר סיכון ממשי לשלום הציבור ובטחונו;	reject
הודה הנאשם בעובדות כתב האישום, בין לאחר שמיעת הראיות ובין לפני כן, יכלול כתב האישום שבו הודה את כל העובדות והנסיבות הקשורות בביצוע העבירה"";",reject,train
";;"";",reject,train
אברהם אליקים 54678313,reject,train
"אזכיר כי העונש המרבי הקבוע בחוק לעבירה לפי סעיף 144(ב) רישה עומד על 10 שנות מאסר, וכי על עבירה של ירי באזור מגורים לפי סעיף 340א(ב)1 לחוק העונש המרבי עומד על 5 שנות מאסר (עבירה שהתווספה לחוק העונשין במסגרת תיקון 134 מיום 27;6;2018);",reject,train
אין לדעת מה יעלה בגורלם של כלי נשק אלה ולאילו תוצאות הרסניות יובילו;,reject,train
"אין מחלוקת בין הצדדים כי מדובר באירוע אחד, המורכב משתי עבירות;",reject,train
"אכן, ""התגלגלותם"" של כלי נשק מיד ליד ללא פיקוח עלול להוביל להגעתם בדרך לא דרך לגורמים פליליים ועוינים;",reject,train
"אף שגזר-הדין מנומק, יסודי ורהוט, מדובר במתחם מקל ביותר – מקל מדי בענייננו;",reject,train
אקדמת מילין,reject,train
"אשר למדיניות הענישה הנהוגה, מנעד הענישה בעבירות בנשק רחב, בין השאר בהתחשב בסוג העבירה (החזקה, נשיאה, סחר), סוג הנשק וכמותו, במקרה זה מתווספת לעבירת נשיאת נשק ותחמושת עבירה של יריות מהנשק באזור מגורים;",reject,train
"ב""כ המאשימה לא הגישה ראיות לעונש;",reject,train
"ב""כ הנאשם ביקש שלא למצות את הדין עם הנאשם, להסתפק בעניינו בעונש צופה פני עתיד ולהסתפק בתקופת מעצרו, עוד טען כי במידה ויוטל על הנאשם עונש מאסר, אזי שיהיה במתחם של עד 9 חודשי מאסר שירוצו בעבודות שירות וזאת לפי פסיקה אותה צירף;",reject,train
"באשר למדיניות הענישה בעבירות מסוג זה, הפנתה למספר פסקי דין אשר לטענתה מתאימים למקרה זה ויכולים לשמש פרמטר לקביעת מתחם העונש ההולם והדגישה כי בפסקי דין נקבע לא אחת כי יש להחמיר בעונשם של עברייני נשק, וזאת בשים לב לסיכון הגלום בעצם החזקת הנשק וקל וחומר בשימוש בו;",reject,train
בית המשפט המחוזי בחיפה,reject,train
"בכל עבירה בנשק יש פוטנציאל פגיעה משמעותי בערך החברתי של שלום הציבור וביטחונו וסיכון ממשי לחיי אדם, על אחת כמה וכמה כאשר מדובר גם בעבירה של יריות באזור מגורים מאוכלס;",reject,train
"במקרה זה חל תיקון 113 לחוק שקובע כי ""העיקרון המנחה בענישה הוא קיומו של יחס הולם בין חומרת מעשה העבירה בנסיבותיו ומידת אשמו של הנאשם ובין סוג ומידת העונש המוטל עליו"" (סעיף 40ב' לחוק);",reject,train
בנוסף אני סבור כי יש צורך במקרה זה בהרתעת הרבים מפני ביצוע עבירה מסוג העבירה שביצע הנאשם (לפי סעיף 40ז לחוק)  וכי יש סיכוי של ממש שהחמרה בעונשו של הנאשם תביא להרתעת הרבים ותגרום לכך שעבריינים פוטנציאלים ישקלו פעמיים לפני שייבחרו לבצע עבירה של נשיאת נשק ותחמושת וירי באזור מגורים;,reject,train
"בעניין עריכה ושינויים במסמכי פסיקה, חקיקה ועוד באתר נבו – הקש כאן",reject,train
גזר דין,reject,train
"גם אם אינו מכוון לפגיעה, אין אנו יודעים מה יכול להיות סופו של ירי זה"";",reject,train
דיון,reject,train
החשש הוא כי נשק המוחזק שלא כדין ישמש לפעילות עבריינית העלולה להביא לפגיעה ואף לקיפוח חייהם של אזרחים תמימים;,reject,train
המאשימה,reject,train
המזכירות תשלח גזר הדין לשירות המבחן;,reject,train
הנאשם,reject,train
העונש המתאים,reject,train
ודוק: הסיכון שנשקף לשלום הציבור צריך להילקח בחשבון על-ידי כל מי שמחזיק בידו נשק שלא כדין – גם אם אינו מחזיק בו למטרת ביצוען של עבירות אחרות;,reject,train
זידאן זידאן (עציר) ת;ז; xxxxxxxxxxxxx,reject,train
"חוק העונשין, תשל""ז-1977: סע'  40ב', 40ו, 40ז, 40י (ד), 144(ב), 340א, 340א(ב)(1), 40יא'",reject,train
חקיקה שאוזכרה:,reject,train
"כפי שבית המשפט עצמו ציין, עבירות המבוצעות בנשק – לרבות רכישה, החזקה ונשיאת נשק – טומנות בחובן פוטנציאל סיכון הרסני לפגיעה בשלום הציבור וביטחונו;",reject,train
לאור האמור לעיל אני דן את הנאשם לעונשים הבאים:,reject,train
"לאחר מכן, עזב הנאשם את המקום;",reject,train
"לטענתה, המתואר בכתב האישום מהווה אירוע אחד, הגם שמדובר בשתי עבירות נוכח העובדה כי מדובר במסכת עובדתית אחת, צמודה בזמן ובמקום;",reject,train
לכן  ככל שמדובר בנסיבות ביצוע העבירות אתייחס רק לעובדות כתב האישום המתוקן;,reject,train
"לפני כבוד השופט אברהם אליקים, סגן נשיא",reject,train
מבוא,reject,train
מדינת ישראל,reject,train
מטעם הנאשם הוגשו המסמכים הבאים:,reject,train
מתחם העונש ההולם,reject,train
נוסח מסמך זה כפוף לשינויי ניסוח ועריכה,reject,train
"ניתן היום,  ז' תשרי תש""פ, 6 אוקטובר 2019, בנוכחות ב""כ המאשימה עו""ד אבי אורך זך, הסנגור עו""ד שאמי מחמוד והנאשם באמצעות שב""ס;",reject,train
סיכום,reject,train
"עוד טען כי הנשק לא נועד כדי לבצע נקמה, אלא הנאשם מצא אותו בדרכו הביתה, הנשק לא גרם נזק לאדם או לרכוש;",reject,train
"עצם החזקת נשק בעל פוטנציאל קטילה מבלי שיש עליו ועל בעליו פיקוח מוסדר של הרשויות טומן בחובו סיכון, באשר המחזיק בו נתון תמיד לחשש שיתפתה לעשות בו שימוש, ולו ברגעי לחץ ופחד;",reject,train
ראיות לעונש,reject,train
"שוטרים שהוזעקו למקום בעקבות דיווח על הירי איתרו ותפסו את הנשק, המחסניות והכדורים;",reject,train
"שני הצדדים הפנו לפסקי דין מערכאות שונות העוסקים בעבירות אשר לטענתם דומות למקרה זה, אתייחס לפסקי הדין הרלבנטיים מתוכם;",reject,train
"תוך כדי כך, במספר הזדמנויות, דרך הנאשם את הנשק וירה באוויר ארבע יריות בתוך המתחם, וניסה לירות פעמים נוספות;",reject,train
תמצית טענות הצדדים,reject,train
תסקירי שירות המבחן,reject,train
